,ngram,count
0,"('lord', 'beaaonsfield', 'ne', 'almost')",1
1,"('beaaonsfield', 'ne', 'almost', 'instinctively')",1
2,"('ne', 'almost', 'instinctively', 'expects')",1
3,"('almost', 'instinctively', 'expects', 'to')",1
4,"('instinctively', 'expects', 'to', 'read')",1
5,"('expects', 'to', 'read', 'under')",1
6,"('to', 'read', 'under', 'the')",1
7,"('read', 'under', 'the', 'above')",1
8,"('under', 'the', 'above', 'heading')",1
9,"('the', 'above', 'heading', 'the')",1
10,"('above', 'heading', 'the', 'explan')",1
11,"('heading', 'the', 'explan', 'atory')",1
12,"('the', 'explan', 'atory', 'sub')",1
13,"('explan', 'atory', 'sub', 'title')",1
14,"('atory', 'sub', 'title', 'a')",1
15,"('sub', 'title', 'a', 'novel')",1
16,"('title', 'a', 'novel', 'so')",1
17,"('a', 'novel', 'so', 'much')",1
18,"('novel', 'so', 'much', 'are')",1
19,"('so', 'much', 'are', 'we')",1
20,"('much', 'are', 'we', 'accustomed')",1
21,"('are', 'we', 'accustomed', 'to')",1
22,"('we', 'accustomed', 'to', 'froudacity')",1
23,"('accustomed', 'to', 'froudacity', 'in')",1
24,"('to', 'froudacity', 'in', 'reading')",1
25,"('froudacity', 'in', 'reading', 'the')",1
26,"('in', 'reading', 'the', 'romantic')",1
27,"('reading', 'the', 'romantic', 'literature')",1
28,"('the', 'romantic', 'literature', 'which')",1
29,"('romantic', 'literature', 'which', 'mr')",1
30,"('literature', 'which', 'mr', 'froude')",1
31,"('which', 'mr', 'froude', 'calls')",1
32,"('mr', 'froude', 'calls', 'history')",1
33,"('froude', 'calls', 'history', 'in')",1
34,"('calls', 'history', 'in', 'this')",1
35,"('history', 'in', 'this', 'life')",1
36,"('in', 'this', 'life', 'of')",1
37,"('this', 'life', 'of', 'his')",1
38,"('life', 'of', 'his', 'favorite')",1
39,"('of', 'his', 'favorite', 'hero')",1
40,"('his', 'favorite', 'hero', 'however')",1
41,"('favorite', 'hero', 'however', 'mr')",1
42,"('hero', 'however', 'mr', 'froude')",1
43,"('however', 'mr', 'froude', 'is')",1
