,ngram,count
0,"('tools', 'and', 'the')",1
1,"('and', 'the', 'man')",1
2,"('the', 'man', 'property')",1
3,"('man', 'property', 'and')",1
4,"('property', 'and', 'industry')",1
5,"('and', 'industry', 'under')",1
6,"('industry', 'under', 'the')",1
7,"('under', 'the', 'christian')",1
8,"('the', 'christian', 'law')",1
9,"('christian', 'law', 'by')",1
10,"('law', 'by', 'washington')",1
11,"('by', 'washington', 'gladden')",1
12,"('washington', 'gladden', 'pp')",1
13,"('gladden', 'pp', 'vi')",1
14,"('pp', 'vi', 'boston')",1
15,"('vi', 'boston', 'and')",1
16,"('boston', 'and', 'new')",1
17,"('and', 'new', 'york')",1
18,"('new', 'york', 'houghton')",1
19,"('york', 'houghton', 'mifflin')",1
20,"('houghton', 'mifflin', 'co')",1
21,"('mifflin', 'co', 'these')",1
22,"('co', 'these', 'lectures')",1
23,"('these', 'lectures', 'delivered')",1
24,"('lectures', 'delivered', 'before')",1
25,"('delivered', 'before', 'various')",1
26,"('before', 'various', 'colleges')",1
27,"('various', 'colleges', 'and')",1
28,"('colleges', 'and', 'seminaries')",1
29,"('and', 'seminaries', 'indicate')",1
30,"('seminaries', 'indicate', 'the')",1
31,"('indicate', 'the', 'growing')",1
32,"('the', 'growing', 'interest')",1
33,"('growing', 'interest', 'in')",1
34,"('interest', 'in', 'economic')",1
35,"('in', 'economic', 'subjects')",1
36,"('economic', 'subjects', 'the')",1
37,"('subjects', 'the', 'sympathies')",1
38,"('the', 'sympathies', 'of')",1
39,"('sympathies', 'of', 'the')",1
40,"('of', 'the', 'pulpit')",1
41,"('the', 'pulpit', 'are')",1
42,"('pulpit', 'are', 'broadening')",1
43,"('are', 'broadening', 'coming')",1
44,"('broadening', 'coming', 'in')",1
45,"('coming', 'in', 'fact')",1
46,"('in', 'fact', 'to')",1
47,"('fact', 'to', 'include')",1
48,"('to', 'include', 'every')",1
49,"('include', 'every', 'problem')",1
50,"('every', 'problem', 'of')",1
51,"('problem', 'of', 'human')",1
52,"('of', 'human', 'life')",1
53,"('human', 'life', 'as')",1
54,"('life', 'as', 'never')",1
55,"('as', 'never', 'before')",1
56,"('never', 'before', 'it')",1
57,"('before', 'it', 'is')",1
58,"('it', 'is', 'however')",1
59,"('is', 'however', 'to')",1
60,"('however', 'to', 'be')",1
61,"('to', 'be', 'kept')",1
62,"('be', 'kept', 'in')",1
63,"('kept', 'in', 'mind')",1
