,ngram,count
0,"('how', 'to', 'tell')",1
1,"('to', 'tell', 'people')",1
2,"('tell', 'people', 'one')",1
3,"('people', 'one', 'from')",1
4,"('one', 'from', 'another')",1
5,"('from', 'another', 'by')",1
6,"('another', 'by', 'h')",1
7,"('by', 'h', 'i')",1
8,"('h', 'i', 'brock')",1
9,"('i', 'brock', 'among')",1
10,"('brock', 'among', 'the')",1
11,"('among', 'the', 'experiments')",1
12,"('the', 'experiments', 'which')",1
13,"('experiments', 'which', 'were')",1
14,"('which', 'were', 'so')",1
15,"('were', 'so', 'characteristic')",1
16,"('so', 'characteristic', 'of')",1
17,"('characteristic', 'of', 'our')",1
18,"('of', 'our', 'conduct')",1
19,"('our', 'conduct', 'of')",1
20,"('conduct', 'of', 'a')",1
21,"('of', 'a', 'war')",1
22,"('a', 'war', 'now')",1
23,"('war', 'now', 'so')",1
24,"('now', 'so', 'happily')",1
25,"('so', 'happily', 'ended')",1
26,"('happily', 'ended', 'was')",1
27,"('ended', 'was', 'that')",1
28,"('was', 'that', 'of')",1
29,"('that', 'of', 'employing')",1
30,"('of', 'employing', 'a')",1
31,"('employing', 'a', 'professor')",1
32,"('a', 'professor', 'of')",1
33,"('professor', 'of', 'psychol')",1
34,"('of', 'psychol', 'ogy')",1
35,"('psychol', 'ogy', 'to')",1
36,"('ogy', 'to', 'organize')",1
37,"('to', 'organize', 'and')",1
38,"('organize', 'and', 'direct')",1
39,"('and', 'direct', 'the')",1
40,"('direct', 'the', 'ma')",1
41,"('the', 'ma', 'chinery')",1
42,"('ma', 'chinery', 'which')",1
43,"('chinery', 'which', 'was')",1
44,"('which', 'was', 'to')",1
45,"('was', 'to', 'choose')",1
46,"('to', 'choose', 'our')",1
47,"('choose', 'our', 'fight')",1
48,"('our', 'fight', 'ing')",1
49,"('fight', 'ing', 'flyers')",1
50,"('ing', 'flyers', 'elaborate')",1
51,"('flyers', 'elaborate', 'tests')",1
52,"('elaborate', 'tests', 'ingeniously')",1
53,"('tests', 'ingeniously', 'devised')",1
54,"('ingeniously', 'devised', 'by')",1
55,"('devised', 'by', 'a')",1
56,"('by', 'a', 'rival')",1
57,"('a', 'rival', 'psychologist')",1
58,"('rival', 'psychologist', 'were')",1
59,"('psychologist', 'were', 'subsequently')",1
60,"('were', 'subsequently', 'employed')",1
61,"('subsequently', 'employed', 'as')",1
62,"('employed', 'as', 'an')",1
63,"('as', 'an', 'aid')",1
64,"('an', 'aid', 'to')",1
65,"('aid', 'to', 'ward')",1
66,"('to', 'ward', 'the')",1
67,"('ward', 'the', 'selection')",1
68,"('the', 'selection', 'of')",1
69,"('selection', 'of', 'men')",1
70,"('of', 'men', 'for')",1
71,"('men', 'for', 'promo')",1
72,"('for', 'promo', 'tion')",1
73,"('promo', 'tion', 'or')",1
74,"('tion', 'or', 'special')",1
75,"('or', 'special', 'assignment')",1
76,"('special', 'assignment', 'it')",1
77,"('assignment', 'it', 'was')",1
78,"('it', 'was', 'said')",1
79,"('was', 'said', 'by')",1
80,"('said', 'by', 'officers')",1
81,"('by', 'officers', 'upon')",1
82,"('officers', 'upon', 'whom')",1
83,"('upon', 'whom', 'the')",1
84,"('whom', 'the', 'un')",1
85,"('the', 'un', 'grateful')",1
86,"('un', 'grateful', 'task')",1
87,"('grateful', 'task', 'of')",1
88,"('task', 'of', 'selection')",1
89,"('of', 'selection', 'fell')",1
90,"('selection', 'fell', 'that')",1
91,"('fell', 'that', 'these')",1
92,"('that', 'these', 'tests')",1
93,"('these', 'tests', 'were')",1
94,"('tests', 'were', 'actually')",1
95,"('were', 'actually', 'of')",1
96,"('actually', 'of', 'some')",1
97,"('of', 'some', 'prac')",1
98,"('some', 'prac', 'tical')",1
99,"('prac', 'tical', 'use')",1
100,"('tical', 'use', 'that')",1
101,"('use', 'that', 'they')",1
102,"('that', 'they', 'operated')",1
103,"('they', 'operated', 'auto')",1
104,"('operated', 'auto', 'matically')",1
105,"('auto', 'matically', 'to')",1
106,"('matically', 'to', 'eliminate')",1
107,"('to', 'eliminate', 'the')",1
108,"('eliminate', 'the', 'hopelessly')",1
109,"('the', 'hopelessly', 'stupid')",1
110,"('hopelessly', 'stupid', 'and')",1
111,"('stupid', 'and', 'identify')",1
112,"('and', 'identify', 'the')",1
113,"('identify', 'the', 'dangerously')",1
114,"('the', 'dangerously', 'intelligent')",1
115,"('dangerously', 'intelligent', 'adoption')",1
116,"('intelligent', 'adoption', 'of')",1
117,"('adoption', 'of', 'the')",1
118,"('of', 'the', 'psycho')",1
119,"('the', 'psycho', 'logico')",1
120,"('psycho', 'logico', 'military')",1
121,"('logico', 'military', 'plan')",1
122,"('military', 'plan', 'has')",1
123,"('plan', 'has', 'since')",1
124,"('has', 'since', 'been')",1
125,"('since', 'been', 'urged')",1
126,"('been', 'urged', 'upon')",1
127,"('urged', 'upon', 'employers')",1
128,"('upon', 'employers', 'of')",1
129,"('employers', 'of', 'labor')",1
130,"('of', 'labor', 'and')",1
131,"('labor', 'and', 'of')",1
132,"('and', 'of', 'those')",1
133,"('of', 'those', 'grades')",1
134,"('those', 'grades', 'of')",1
135,"('grades', 'of', 'intelligence')",1
136,"('of', 'intelligence', 'which')",1
137,"('intelligence', 'which', 'are')",1
138,"('which', 'are', 'to')",1
139,"('are', 'to', 'be')",1
140,"('to', 'be', 'got')",1
141,"('be', 'got', 'for')",1
142,"('got', 'for', 'hire')",1
143,"('for', 'hire', 'and')",1
144,"('hire', 'and', 'can')",1
145,"('and', 'can', 'be')",1
146,"('can', 'be', 'made')",1
147,"('be', 'made', 'useful')",1
148,"('made', 'useful', 'in')",1
149,"('useful', 'in', 'business')",1
