,ngram,count
0,"('s', 'exavations')",1
1,"('exavations', 'n')",1
2,"('n', 'this')",1
3,"('this', 'volume')",1
4,"('volume', 'of')",1
5,"('of', 'moderate')",1
6,"('moderate', 'size')",1
7,"('size', 'and')",1
8,"('and', 'cost')",1
9,"('cost', 'we')",1
10,"('we', 'have')",1
11,"('have', 'at')",1
12,"('at', 'length')",1
13,"('length', 'what')",1
14,"('what', 'very')",1
15,"('very', 'many')",1
16,"('many', 'have')",1
17,"('have', 'desired')",1
18,"('desired', 'a')",1
19,"('a', 'connected')",1
20,"('connected', 'account')",1
21,"('account', 'of')",2
22,"('of', 'the')",11
23,"('the', 'remark')",1
24,"('remark', 'able')",1
25,"('able', 'work')",1
26,"('work', 'done')",1
27,"('done', 'by')",1
28,"('by', 'dr')",4
29,"('dr', 'heinrich')",1
30,"('heinrich', 'schliemann')",1
31,"('schliemann', 'in')",1
32,"('in', 'restoring')",1
33,"('restoring', 'to')",1
34,"('to', 'historical')",1
35,"('historical', 'reality')",1
36,"('reality', 'the')",1
37,"('the', 'tale')",1
38,"('tale', 'of')",1
39,"('of', 'troy')",1
40,"('troy', 'divine')",1
41,"('divine', 'his')",1
42,"('his', 'own')",1
43,"('own', 'large')",1
44,"('large', 'and')",1
45,"('and', 'costly')",1
46,"('costly', 'vol')",1
47,"('vol', 'umes')",1
48,"('umes', 'on')",1
49,"('on', 'troy')",1
50,"('troy', 'tiryns')",1
51,"('tiryns', 'and')",1
52,"('and', 'mycenxe')",1
53,"('mycenxe', 'have')",1
54,"('have', 'been')",3
55,"('been', 'beyond')",1
56,"('beyond', 'the')",1
57,"('the', 'reach')",1
58,"('reach', 'of')",1
59,"('of', 'many')",1
60,"('many', 'small')",1
61,"('small', 'libra')",1
62,"('libra', 'ries')",1
63,"('ries', 'and')",1
64,"('and', 'private')",1
65,"('private', 'persons')",1
66,"('persons', 'besides')",1
67,"('besides', 'this')",1
68,"('this', 'they')",1
69,"('they', 'were')",1
70,"('were', 'largely')",1
71,"('largely', 'occasional')",1
72,"('occasional', 'productions')",1
73,"('productions', 'written')",1
74,"('written', 'at')",1
75,"('at', 'intervals')",1
76,"('intervals', 'as')",1
77,"('as', 'the')",1
78,"('the', 'work')",1
79,"('work', 'of')",1
80,"('of', 'excavation')",1
81,"('excavation', 'went')",1
82,"('went', 'on')",1
83,"('on', 'and')",1
84,"('and', 'the')",3
85,"('the', 'discoverer')",1
86,"('discoverer', 'had')",1
87,"('had', 'reason')",1
88,"('reason', 'sometimes')",1
89,"('sometimes', 'to')",1
90,"('to', 'change')",1
91,"('change', 'his')",1
92,"('his', 'opinions')",1
93,"('opinions', 'as')",1
94,"('as', 'to')",1
95,"('to', 'the')",3
96,"('the', 'date')",1
97,"('date', 'or')",1
98,"('or', 'meaning')",1
99,"('meaning', 'of')",1
100,"('of', 'a')",1
101,"('a', 'find')",1
102,"('find', 'only')",1
103,"('only', 'a')",1
104,"('a', 'special')",1
105,"('special', 'student')",1
106,"('student', 'can')",1
107,"('can', 'with')",1
108,"('with', 'all')",1
109,"('all', 'of')",1
110,"('of', 'dr')",3
111,"('dr', 'schliemann')",4
112,"('schliemann', 's')",2
113,"('s', 'works')",1
114,"('works', 'be')",1
115,"('be', 'fore')",1
116,"('fore', 'him')",1
117,"('him', 'make')",1
118,"('make', 'out')",1
119,"('out', 'a')",1
120,"('a', 'consistent')",1
121,"('consistent', 'and')",1
122,"('and', 'com')",1
123,"('com', 'plete')",1
124,"('plete', 'scheme')",1
125,"('scheme', 'of')",1
126,"('of', 'all')",2
127,"('all', 'the')",3
128,"('the', 'discoveries')",1
129,"('discoveries', 'and')",1
130,"('the', 'views')",1
131,"('views', 'of')",1
132,"('of', 'primitive')",1
133,"('primitive', 'history')",1
134,"('history', 'founded')",1
135,"('founded', 'upon')",1
136,"('upon', 'them')",1
137,"('them', 'to')",1
138,"('to', 'dr')",1
139,"('dr', 'c')",2
140,"('c', 'schuchhardt')",2
141,"('schuchhardt', 'the')",1
142,"('the', 'director')",1
143,"('director', 'of')",1
144,"('the', 'kestner')",1
145,"('kestner', 'museum')",1
146,"('museum', 'in')",1
147,"('in', 'hanover')",1
148,"('hanover', 'who')",1
149,"('who', 'was')",1
150,"('was', 'engaged')",1
151,"('engaged', 'on')",1
152,"('on', 'the')",3
153,"('the', 'excavations')",3
154,"('excavations', 'at')",2
155,"('at', 'per')",1
156,"('per', 'gamon')",1
157,"('gamon', 'the')",1
158,"('the', 'task')",1
159,"('task', 'was')",1
160,"('was', 'intrusted')",1
161,"('intrusted', 'by')",1
162,"('dr', 'schlie')",2
163,"('schlie', 'mann')",2
164,"('mann', 'in')",1
165,"('in', 'i')",1
166,"('i', 'of')",1
167,"('of', 'preparing')",1
168,"('preparing', 'a')",1
169,"('a', 'concise')",1
170,"('concise', 'ac')",1
171,"('ac', 'count')",1
172,"('count', 'of')",1
173,"('the', 'doctor')",1
174,"('doctor', 's')",1
175,"('s', 'labors')",1
176,"('labors', 'he')",1
177,"('he', 'has')",1
178,"('has', 'performed')",1
179,"('performed', 'the')",1
180,"('the', 'duty')",1
181,"('duty', 'admirably')",1
182,"('admirably', 'few')",1
183,"('few', 'works')",1
184,"('works', 'of')",1
185,"('of', 'this')",2
186,"('this', 'sort')",1
187,"('sort', 'have')",1
188,"('been', 'more')",1
189,"('more', 'successful')",1
190,"('successful', 'in')",1
191,"('in', 'avoiding')",1
192,"('avoiding', 'the')",1
193,"('the', 'extremes')",1
194,"('extremes', 'of')",1
195,"('of', 'hasty')",1
196,"('hasty', 'inaccuracy')",1
197,"('inaccuracy', 'and')",1
198,"('and', 'labored')",1
199,"('labored', 'detail')",1
200,"('detail', 'miss')",1
201,"('miss', 'sellers')",1
202,"('sellers', 'transla')",1
203,"('transla', 'tion')",1
204,"('tion', 'is')",1
205,"('is', 'uncommonly')",1
206,"('uncommonly', 'good')",1
207,"('good', 'and')",1
208,"('the', 'book')",1
209,"('book', 'is')",1
210,"('is', 'as')",1
211,"('as', 'readable')",1
212,"('readable', 'as')",1
213,"('as', 'if')",1
214,"('if', 'it')",1
215,"('it', 'had')",1
216,"('had', 'been')",1
217,"('been', 'composed')",1
218,"('composed', 'in')",1
219,"('in', 'english')",1
220,"('english', 'the')",1
221,"('the', 'illustrations')",1
222,"('illustrations', 'are')",2
223,"('are', 'many')",1
224,"('many', 'and')",1
225,"('and', 'excellent')",1
226,"('excellent', 'first')",1
227,"('first', 'should')",1
228,"('should', 'be')",1
229,"('be', 'named')",1
230,"('named', 'the')",1
231,"('the', 'two')",1
232,"('two', 'portraits')",1
233,"('portraits', 'of')",1
234,"('schliemann', 'and')",2
235,"('and', 'his')",2
236,"('his', 'wife')",1
237,"('wife', 'the')",1
238,"('the', 'latter')",1
239,"('latter', 'fittingly')",1
240,"('fittingly', 'decorated')",1
241,"('decorated', 'with')",1
242,"('with', 'trojan')",1
243,"('trojan', 'ornaments')",1
244,"('ornaments', 'the')",1
245,"('the', 'three')",1
246,"('three', 'hundred')",1
247,"('hundred', 'smaller')",1
248,"('smaller', 'illustrations')",1
249,"('are', 'mostly')",1
250,"('mostly', 'taken')",1
251,"('taken', 'from')",1
252,"('from', 'the')",3
253,"('the', 'larger')",1
254,"('larger', 'works')",1
255,"('works', 'on')",1
256,"('the', 'schliemao')",1
257,"('schliemao', 's')",1
258,"('s', 'excavations')",1
259,"('excavations', 'al')",1
260,"('al', 'arcieological')",1
261,"('arcieological', 'and')",1
262,"('his', 'torical')",2
263,"('torical', 'study')",1
264,"('study', 'by')",1
265,"('schuchhardt', 'translated')",1
266,"('translated', 'from')",1
267,"('the', 'german')",2
268,"('german', 'by')",1
269,"('by', 'eugdnie')",1
270,"('eugdnie', 'sellers')",1
271,"('sellers', 'illustrated')",1
272,"('illustrated', 'pp')",1
273,"('pp', 'macmillan')",1
274,"('macmillan', 'co')",1
275,"('co', 's')",1
276,"('s', 'three')",1
277,"('three', 'cities')",1
278,"('cities', 'excavated')",1
279,"('excavated', 'but')",1
280,"('but', 'some')",1
281,"('some', 'proceed')",1
282,"('proceed', 'from')",1
283,"('from', 'dr')",2
284,"('dr', 'schuchhardt')",4
285,"('schuchhardt', 's')",2
286,"('s', 'own')",1
287,"('own', 'hand')",1
288,"('hand', 'and')",1
289,"('and', 'a')",2
290,"('a', 'few')",1
291,"('few', 'have')",1
292,"('been', 'selected')",1
293,"('selected', 'from')",1
294,"('from', 'other')",2
295,"('other', 'writers')",1
296,"('writers', 'alto')",1
297,"('alto', 'gether')",1
298,"('gether', 'they')",1
299,"('they', 'make')",1
300,"('make', 'a')",1
301,"('a', 'picture')",1
302,"('picture', 'gallery')",1
303,"('gallery', 'of')",1
304,"('of', 'great')",1
305,"('great', 'attractiveness')",1
306,"('attractiveness', 'the')",1
307,"('the', 'majority')",1
308,"('majority', 'of')",1
309,"('the', 'seven')",1
310,"('seven', 'maps')",1
311,"('maps', 'are')",1
312,"('are', 'from')",1
313,"('other', 'sources')",1
314,"('sources', 'than')",1
315,"('than', 'dr')",1
316,"('mann', 's')",1
317,"('s', 'volumes')",1
318,"('volumes', 'dr')",1
319,"('schuchhardt', 'naturally')",1
320,"('naturally', 'begins')",1
321,"('begins', 'with')",1
322,"('with', 'a')",2
323,"('a', 'sketch')",1
324,"('sketch', 'of')",1
325,"('s', 'romantic')",1
326,"('romantic', 'career')",1
327,"('career', 'which')",1
328,"('which', 'exhibits')",1
329,"('exhibits', 'the')",1
330,"('the', 'rare')",1
331,"('rare', 'spectacle')",1
332,"('spectacle', 'of')",1
333,"('of', 'an')",1
334,"('an', 'early')",1
335,"('early', 'passion')",1
336,"('passion', 'fully')",1
337,"('fully', 'gratified')",1
338,"('gratified', 'to')",1
339,"('to', 'troy')",1
340,"('troy', 'and')",1
341,"('and', 'tiryns')",1
342,"('tiryns', 'he')",1
343,"('he', 'then')",1
344,"('then', 'gives')",1
345,"('gives', 'two')",1
346,"('two', 'chapters')",1
347,"('chapters', 'which')",1
348,"('which', 'recite')",1
349,"('recite', 'the')",1
350,"('the', 'history')",1
351,"('history', 'of')",1
352,"('excavations', 'in')",1
353,"('in', 'all')",1
354,"('the', 'detail')",1
355,"('detail', 'which')",1
356,"('which', 'most')",1
357,"('most', 'readers')",1
358,"('readers', 'will')",1
359,"('will', 'desire')",1
360,"('desire', 'mycene')",1
361,"('mycene', 'with')",1
362,"('with', 'its')",1
363,"('its', 'beehive')",1
364,"('beehive', 'tombs')",1
365,"('tombs', 'and')",1
366,"('and', 'shaft')",1
367,"('shaft', 'graves')",1
368,"('graves', 're')",1
369,"('re', 'ceives')",1
370,"('ceives', 'fuller')",1
371,"('fuller', 'treatment')",1
