,ngram,count
0,"('a', 'short')",2
1,"('short', 'american')",1
2,"('american', 'history')",1
3,"('history', 'for')",1
4,"('for', 'many')",1
5,"('many', 'years')",1
6,"('years', 'historians')",1
7,"('historians', 'have')",1
8,"('have', 'been')",4
9,"('been', 'vainly')",1
10,"('vainly', 'trying')",1
11,"('trying', 'to')",1
12,"('to', 'write')",1
13,"('write', 'the')",1
14,"('the', 'onevolume')",1
15,"('onevolume', 'history')",1
16,"('history', 'of')",4
17,"('of', 'the')",10
18,"('the', 'united')",3
19,"('united', 'states')",3
20,"('states', 'that')",1
21,"('that', 'should')",3
22,"('should', 'be')",2
23,"('be', 'at')",1
24,"('at', 'once')",1
25,"('once', 'readable')",1
26,"('readable', 'and')",1
27,"('and', 'reliable')",1
28,"('reliable', 'that')",1
29,"('be', 'indispensable')",1
30,"('indispensable', 'to')",1
31,"('to', 'the')",2
32,"('the', 'library')",1
33,"('library', 'of')",1
34,"('of', 'every')",1
35,"('every', 'thoughtful')",1
36,"('thoughtful', 'american')",1
37,"('american', 'and')",1
38,"('and', 'that')",2
39,"('should', 'resemble')",1
40,"('resemble', 'in')",1
41,"('in', 'literary')",1
42,"('literary', 'charm')",1
43,"('charm', 'the')",1
44,"('the', 'famous')",1
45,"('famous', 'short')",1
46,"('short', 'history')",3
47,"('of', 'england')",1
48,"('england', 'by')",1
49,"('by', 'john')",2
50,"('john', 'richard')",1
51,"('richard', 'green')",1
52,"('green', 'professor')",1
53,"('professor', 'bassett')",2
54,"('bassett', 's')",2
55,"('s', 'short')",1
56,"('states', 'is')",1
57,"('is', 'perhaps')",1
58,"('perhaps', 'the')",1
59,"('the', 'best')",2
60,"('best', 'attempt')",1
61,"('attempt', 'at')",1
62,"('at', 'this')",1
63,"('this', 'but')",1
64,"('but', 'since')",1
65,"('since', 'its')",1
66,"('its', 'predecessors')",1
67,"('predecessors', 'have')",1
68,"('been', 'either')",1
69,"('either', 'dull')",1
70,"('dull', 'or')",1
71,"('or', 'unreliable')",1
72,"('unreliable', 'this')",1
73,"('this', 'praise')",1
74,"('praise', 'is')",1
75,"('is', 'not')",2
76,"('not', 'extreme')",1
77,"('extreme', 'he')",1
78,"('he', 'has')",1
79,"('has', 'written')",1
80,"('written', 'a')",2
81,"('a', 'book')",1
82,"('book', 'with')",1
83,"('with', 'pronounced')",1
84,"('pronounced', 'merits')",1
85,"('merits', 'in')",1
86,"('in', 'good')",1
87,"('good', 'judgment')",1
88,"('judgment', 'and')",1
89,"('and', 'interest')",1
90,"('interest', 'thothe')",1
91,"('thothe', 'latter')",1
92,"('latter', 'is')",1
93,"('is', 'spasmodic')",1
94,"('spasmodic', 'rather')",1
95,"('rather', 'than')",1
96,"('than', 'sustained')",1
97,"('sustained', 'while')",1
98,"('while', 'the')",1
99,"('the', 'few')",1
100,"('few', 'errors')",1
101,"('errors', 'of')",1
102,"('of', 'fact')",1
103,"('fact', 'that')",1
104,"('that', 'have')",1
105,"('been', 'found')",1
106,"('found', 'are')",1
107,"('are', 'unimportant')",1
108,"('unimportant', 'his')",1
109,"('his', 'demerits')",1
110,"('demerits', 'are')",1
111,"('are', 'those')",1
112,"('those', 'of')",1
113,"('of', 'his')",2
114,"('his', 'general')",1
115,"('general', 'scheme')",1
116,"('scheme', 'and')",1
117,"('and', 'point')",1
118,"('point', 'of')",1
119,"('of', 'view')",1
120,"('view', 'he')",1
121,"('he', 'is')",2
122,"('not', 'in')",1
123,"('in', 'sympathy')",1
124,"('sympathy', 'with')",1
