,ngram,count
0,"('homer', 'and')",2
1,"('and', 'the')",8
2,"('the', 'r')",1
3,"('r', 'lang')",1
4,"('lang', 'appears')",1
5,"('appears', 'in')",1
6,"('in', 'this')",2
7,"('this', 'substantial')",1
8,"('substantial', 'volume')",1
9,"('volume', 'as')",1
10,"('as', 'an')",2
11,"('an', 'ardent')",1
12,"('ardent', 'and')",1
13,"('and', 'vigorous')",1
14,"('vigorous', 'de')",1
15,"('de', 'fender')",1
16,"('fender', 'of')",1
17,"('of', 'the')",23
18,"('the', 'practical')",1
19,"('practical', 'unity')",1
20,"('unity', 'of')",2
21,"('the', 'homeric')",2
22,"('homeric', 'poems')",1
23,"('poems', 'although')",1
24,"('although', 'his')",1
25,"('his', 'volume')",1
26,"('volume', 'does')",1
27,"('does', 'not')",1
28,"('not', 'by')",1
29,"('by', 'any')",1
30,"('any', 'means')",1
31,"('means', 'take')",1
32,"('take', 'rank')",1
33,"('rank', 'as')",1
34,"('as', 'a')",1
35,"('a', 'final')",1
36,"('final', 'judicial')",1
37,"('judicial', 'treatise')",1
38,"('treatise', 'on')",1
39,"('on', 'the')",5
40,"('homeric', 'question')",1
41,"('question', 'a')",1
42,"('a', 'place')",1
43,"('place', 'still')",1
44,"('still', 'open')",1
45,"('open', 'for')",1
46,"('for', 'occupation')",1
47,"('occupation', 'it')",1
48,"('it', 'is')",4
49,"('is', 'a')",2
50,"('a', 'vigorous')",1
51,"('vigorous', 'and')",1
52,"('and', 'telling')",1
53,"('telling', 'argument')",1
54,"('argument', 'for')",1
55,"('for', 'the')",1
56,"('the', 'defense')",1
57,"('defense', 'this')",1
58,"('this', 'is')",1
59,"('is', 'put')",1
60,"('put', 'with')",1
61,"('with', 'mr')",1
62,"('mr', 'lang')",9
63,"('lang', 's')",3
64,"('s', 'usual')",1
65,"('usual', 'happiness')",1
66,"('happiness', 'of')",1
67,"('of', 'expression')",1
68,"('expression', 'and')",1
69,"('and', 'there')",1
70,"('there', 'is')",2
71,"('is', 'more')",1
72,"('more', 'than')",1
73,"('than', 'the')",2
74,"('the', 'common')",1
75,"('common', 'amount')",1
76,"('amount', 'of')",2
77,"('of', 'substance')",1
78,"('substance', 'in')",1
79,"('in', 'the')",2
80,"('the', 'pages')",1
81,"('pages', 'mr')",1
82,"('lang', 'sometimes')",1
83,"('sometimes', 'beats')",1
84,"('beats', 'out')",1
85,"('out', 'a')",1
86,"('a', 'moderate')",1
87,"('moderate', 'amount')",1
88,"('of', 'thought')",1
89,"('thought', 'thin')",1
90,"('thin', 'so')",1
91,"('so', 'as')",1
92,"('as', 'to')",1
93,"('to', 'cover')",1
94,"('cover', 'a')",1
95,"('a', 'considerable')",1
96,"('considerable', 'field')",1
97,"('field', 'of')",1
98,"('of', 'print')",1
99,"('print', 'but')",1
100,"('but', 'his')",1
101,"('his', 'studies')",1
102,"('studies', 'of')",1
103,"('of', 'early')",1
104,"('early', 'usages')",1
105,"('usages', 'and')",1
106,"('and', 'beliefs')",1
107,"('beliefs', 'embodied')",1
108,"('embodied', 'in')",1
109,"('in', 'his')",2
110,"('his', 'custom')",1
111,"('custom', 'and')",1
112,"('and', 'myth')",1
113,"('myth', 'give')",1
114,"('give', 'him')",1
115,"('him', 'here')",1
116,"('here', 'the')",1
117,"('the', 'advantage')",1
118,"('advantage', 'over')",1
119,"('over', 'many')",1
120,"('many', 'students')",1
121,"('students', 'of')",1
122,"('of', 'homer')",2
123,"('homer', 'especially')",1
124,"('especially', 'when')",1
125,"('when', 'he')",1
