,ngram,count
0,"('ancient', 'egypt')",1
1,"('egypt', 'or')",1
2,"('or', 'a')",1
3,"('a', 'century')",1
4,"('century', 'and')",1
5,"('and', 'more')",2
6,"('more', 'archeologists')",1
7,"('archeologists', 'have')",1
8,"('have', 'been')",3
9,"('been', 'devoting')",1
10,"('devoting', 'themselves')",1
11,"('themselves', 'to')",1
12,"('to', 'the')",5
13,"('the', 'exploration')",1
14,"('exploration', 'of')",1
15,"('of', 'egypt')",7
16,"('egypt', 'and')",1
17,"('and', 'the')",2
18,"('the', 'decipherment')",1
19,"('decipherment', 'of')",1
20,"('of', 'the')",21
21,"('the', 'inscriptions')",1
22,"('inscriptions', 'on')",1
23,"('on', 'monuments')",1
24,"('monuments', 'with')",1
25,"('with', 'ever')",1
26,"('ever', 'increasing')",1
27,"('increasing', 'ardor')",1
28,"('ardor', 'and')",1
29,"('and', 'success')",1
30,"('success', 'a')",1
31,"('a', 'voluminous')",1
32,"('voluminous', 'literature')",1
33,"('literature', 'on')",1
34,"('on', 'the')",3
35,"('the', 'subject')",3
36,"('subject', 'has')",1
37,"('has', 'been')",3
38,"('been', 'created')",1
39,"('created', 'and')",1
40,"('and', 'now')",2
41,"('now', 'dr')",1
42,"('dr', 'budge')",5
43,"('budge', 'of')",1
44,"('the', 'british')",1
45,"('british', 'museum')",1
46,"('museum', 'has')",1
47,"('has', 'placed')",1
48,"('placed', 'before')",1
49,"('before', 'us')",1
50,"('us', 'this')",1
51,"('this', 'work')",1
52,"('work', 'in')",1
53,"('in', 'eight')",1
54,"('eight', 'volumes')",1
55,"('volumes', 'embodying')",1
56,"('embodying', 'the')",2
57,"('the', 'latest')",1
58,"('latest', 'results')",1
59,"('results', 'in')",1
60,"('in', 'egyptology')",1
61,"('egyptology', 'the')",1
62,"('the', 'first')",3
63,"('first', 'question')",1
64,"('question', 'that')",1
65,"('that', 'arises')",1
66,"('arises', 'is')",1
67,"('is', 'how')",1
68,"('how', 'early')",1
69,"('early', 'a')",1
70,"('a', 'date')",1
71,"('date', 'may')",1
72,"('may', 'be')",1
73,"('be', 'assigned')",1
74,"('assigned', 'to')",1
75,"('to', 'civilization')",1
76,"('civilization', 'in')",1
77,"('in', 'egypt')",1
78,"('egypt', 'this')",1
79,"('this', 'as')",1
80,"('as', 'dr')",2
81,"('budge', 'shows')",1
82,"('shows', 'can')",1
83,"('can', 'be')",3
84,"('be', 'only')",1
85,"('only', 'approximately')",1
86,"('approximately', 'answered')",1
87,"('answered', 'the')",1
88,"('the', 'truth')",1
89,"('truth', 'of')",1
90,"('the', 'matter')",1
91,"('matter', 'he')",1
92,"('he', 'says')",1
93,"('says', 'in')",1
94,"('in', 'the')",1
95,"('the', 'preface')",1
96,"('preface', 'is')",1
97,"('is', 'that')",2
98,"('that', 'we')",1
99,"('we', 'shall')",1
100,"('shall', 'never')",1
101,"('never', 'be')",2
102,"('be', 'able')",1
103,"('able', 'to')",1
104,"('to', 'construct')",1
105,"('construct', 'an')",1
106,"('an', 'exact')",1
107,"('exact', 'system')",1
108,"('system', 'of')",2
109,"('of', 'chronology')",1
110,"('chronology', 'until')",1
111,"('until', 'we')",1
112,"('we', 'have')",2
113,"('have', 'found')",1
114,"('found', 'a')",1
115,"('a', 'complete')",1
116,"('complete', 'series')",1
117,"('series', 'of')",1
118,"('of', 'inscribed')",1
119,"('inscribed', 'monu')",1
120,"('monu', 'ments')",2
121,"('ments', 'of')",1
122,"('the', 'kings')",1
123,"('kings', 'of')",1
124,"('egypt', 'with')",1
125,"('with', 'the')",4
126,"('the', 'lengths')",1
127,"('lengths', 'of')",1
128,"('of', 'their')",1
129,"('their', 'reigns')",1
130,"('reigns', 'still')",1
131,"('still', 'as')",1
132,"('as', 'the')",1
133,"('the', 'author')",2
134,"('author', 'observes')",1
135,"('observes', 'in')",1
136,"('in', 'a')",1
137,"('a', 'mod')",1
138,"('mod', 'ern')",1
139,"('ern', 'work')",1
140,"('work', 'on')",1
141,"('the', 'history')",2
142,"('history', 'of')",3
143,"('egypt', 'it')",1
144,"('it', 'is')",3
145,"('is', 'necessary')",1
146,"('necessary', 'to')",1
147,"('to', 'have')",1
148,"('have', 'some')",1
149,"('some', 'system')",1
150,"('of', 'ogy')",1
151,"('ogy', 'and')",1
152,"('and', 'of')",1
153,"('of', 'all')",1
154,"('all', 'the')",1
155,"('the', 'systems')",1
156,"('systems', 'hitherto')",1
157,"('hitherto', 'pro')",1
158,"('pro', 'pounded')",1
159,"('pounded', 'that')",1
160,"('that', 'of')",3
161,"('the', 'late')",1
162,"('late', 'dr')",1
163,"('dr', 'brugsch')",3
164,"('brugsch', 'he')",1
165,"('he', 'a')",1
166,"('a', 'history')",1
167,"('of', 'egyptfrom')",1
168,"('egyptfrom', 'the')",1
169,"('the', 'end')",1
170,"('end', 'of')",1
171,"('the', 'neolithi')",1
172,"('neolithi', 'period')",1
173,"('period', 'to')",1
174,"('the', 'death')",1
175,"('death', 'of')",1
176,"('of', 'cleopatra')",2
177,"('cleopatra', 'vi')",1
178,"('vi', 'bc')",1
179,"('bc', 'by')",1
180,"('by', 'e')",1
181,"('e', 'a')",1
182,"('a', 'wallis')",1
183,"('wallis', 'budge')",1
184,"('budge', 'ma')",1
185,"('ma', 'littd')",1
186,"('littd', 'in')",1
187,"('in', 'illustrated')",1
188,"('illustrated', 'new')",1
189,"('new', 'york')",1
190,"('york', 'henry')",1
191,"('henry', 'frowde')",1
192,"('frowde', 'oxford')",1
193,"('oxford', 'university')",1
194,"('university', 'press')",1
195,"('press', 'txis')",1
196,"('txis', 'per')",1
197,"('per', 'vol')",1
198,"('vol', 'thinks')",1
199,"('thinks', 'has')",1
200,"('has', 'most')",1
201,"('most', 'to')",1
202,"('to', 'recommend')",1
203,"('recommend', 'it')",1
204,"('it', 'for')",1
205,"('for', 'prac')",1
206,"('prac', 'tical')",1
207,"('tical', 'purposes')",1
208,"('purposes', 'dr')",1
209,"('brugsch', 'estimated')",1
210,"('estimated', 'that')",1
211,"('that', 'the')",7
212,"('the', 'duration')",1
213,"('duration', 'of')",1
214,"('the', 'dynastic')",2
215,"('dynastic', 'period')",1
216,"('period', 'beginning')",1
217,"('beginning', 'with')",1
218,"('with', 'mena')",1
219,"('mena', 'or')",1
220,"('or', 'menes')",1
221,"('menes', 'the')",1
222,"('first', 'dynastic')",1
223,"('dynastic', 'king')",1
224,"('king', 'known')",1
225,"('known', 'to')",1
226,"('to', 'us')",1
227,"('us', 'and')",1
228,"('and', 'ending')",1
229,"('ending', 'with')",1
230,"('the', 'ptolemaic')",2
231,"('ptolemaic', 'period')",2
232,"('period', 'was')",1
233,"('was', 'about')",1
234,"('about', 'years')",1
235,"('years', 'this')",1
236,"('this', 'estimate')",1
237,"('estimate', 'adds')",1
238,"('adds', 'years')",1
239,"('years', 'to')",1
240,"('to', 'that')",2
241,"('that', 'which')",1
242,"('which', 'once')",1
243,"('once', 'obtained')",1
244,"('obtained', 'and')",1
245,"('and', 'leaves')",1
246,"('leaves', 'the')",1
247,"('the', 'unchronicled')",1
248,"('unchronicled', 'years')",1
249,"('years', 'before')",1
250,"('before', 'menes')",1
251,"('menes', 'a')",1
252,"('a', 'wide')",1
253,"('wide', 'field')",1
254,"('field', 'for')",1
255,"('for', 'the')",2
256,"('the', 'imagination')",1
257,"('imagination', 'who')",1
258,"('who', 'as')",1
259,"('as', 'far')",1
260,"('far', 'as')",1
261,"('as', 'can')",1
262,"('be', 'ascertained')",1
263,"('ascertained', 'were')",1
264,"('were', 'the')",3
265,"('the', 'aborigines')",2
266,"('aborigines', 'of')",2
267,"('egypt', 'formerly')",1
268,"('formerly', 'it')",1
269,"('it', 'was')",5
270,"('was', 'customary')",1
271,"('customary', 'to')",1
272,"('to', 'speak')",1
273,"('speak', 'of')",1
274,"('the', 'known')",1
275,"('known', 'ancient')",1
276,"('ancient', 'inhabitants')",1
277,"('inhabitants', 'of')",1
278,"('the', 'country')",1
279,"('country', 'as')",1
280,"('as', 'egyptians')",1
281,"('egyptians', 'and')",2
282,"('and', 'rest')",1
283,"('rest', 'content')",1
284,"('content', 'with')",1
285,"('with', 'that')",1
286,"('that', 'it')",2
287,"('was', 'not')",1
288,"('not', 'as')",1
289,"('as', 'sumed')",1
290,"('sumed', 'that')",1
291,"('that', 'they')",1
292,"('they', 'were')",4
293,"('were', 'indigenous')",1
294,"('indigenous', 'but')",1
295,"('but', 'it')",1
296,"('was', 'thought')",1
297,"('thought', 'that')",1
298,"('that', 'nothing')",1
299,"('nothing', 'could')",1
300,"('could', 'be')",2
301,"('be', 'discov')",1
302,"('discov', 'ered')",1
303,"('ered', 'about')",1
304,"('about', 'the')",1
305,"('the', 'people')",2
306,"('people', 'that')",1
307,"('that', 'had')",1
308,"('had', 'preceded')",2
309,"('preceded', 'them')",1
310,"('them', 'within')",1
311,"('within', 'the')",1
312,"('the', 'last')",1
313,"('last', 'twelve')",1
314,"('twelve', 'years')",1
315,"('years', 'how')",1
316,"('how', 'ever')",1
317,"('ever', 'a')",1
318,"('a', 'flood')",1
319,"('flood', 'of')",1
320,"('of', 'new')",1
321,"('new', 'light')",1
322,"('light', 'has')",1
323,"('been', 'thrown')",1
324,"('thrown', 'upon')",1
325,"('upon', 'the')",1
326,"('subject', 'about')",1
327,"('about', 'egyptolo')",1
328,"('egyptolo', 'gists')",1
329,"('gists', 'awakened')",1
330,"('awakened', 'to')",1
331,"('the', 'fact')",1
332,"('fact', 'that')",1
333,"('the', 'natives')",1
334,"('natives', 'were')",1
335,"('were', 'unearthing')",1
336,"('unearthing', 'large')",1
337,"('large', 'quantities')",1
338,"('quantities', 'of')",1
339,"('of', 'pottery')",2
340,"('pottery', 'some')",1
341,"('some', 'of')",1
342,"('of', 'which')",1
343,"('which', 'differed')",1
344,"('differed', 'greatly')",1
345,"('greatly', 'in')",1
346,"('in', 'shape')",1
347,"('shape', 'and')",1
348,"('and', 'ornamentation')",1
349,"('ornamentation', 'from')",1
350,"('from', 'any')",1
351,"('any', 'known')",1
352,"('known', 'inquiries')",1
353,"('inquiries', 'having')",1
354,"('having', 'been')",1
355,"('been', 'instituted')",1
356,"('instituted', 'it')",1
357,"('was', 'learned')",1
358,"('learned', 'that')",1
359,"('that', 'this')",2
360,"('this', 'peculiar')",1
361,"('peculiar', 'kind')",1
